,Gene,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon
120,yadG,0.08969490006932723,ppGpp,0.08963290247788602,UC-5,0.059454406133524484,SoxS
121,yadH,0.1143163733925191,ppGpp,0.060048741887399504,UC-1,0.04505228551817264,Cytochrome c
122,yadI,0.5418884533594472,Crp-1,0.12320277201810992,Fnr-2,0.10292152591495929,ppGpp
123,yadE,0.10941715259112472,UC-5,0.08776185021936556,YieP,0.07736061250498893,minicoli KOs
124,panD,0.21626291532950204,UC-6,0.13054907818315886,UC-2,0.08332509009158473,UC-1
125,rpnC,0.3764140596001796,UC-1,0.1484155153724629,UC-2,0.10820088405470452,Glutamine
126,panC,0.14381836986773366,nquinone ALE 3,0.12535538473788177,UC-8,0.08236390201209098,UC-3
127,panB,0.15112290076543755,nquinone ALE 3,0.07109766703492826,UC-3,0.06511475509958509,UC-8
128,yadC,0.2112738761380254,gcvB,0.14784723625777885,Cellulose,0.04721151093557252,Cold Shock
129,yadK,0.17874261760322052,Cellulose,0.1035456516674188,gcvB,0.06240479100912377,IS5
130,yadL,0.20769733865632756,Cellulose,0.05696299850254716,Nucleotide Stress,0.05410623873472453,NtrC-1
131,yadM,0.22095049520803323,Cellulose,0.07310672428905862,Nucleotide Stress,0.06371171514732366,PAL Amp
132,htrE,0.29350468250287454,Cellulose,0.07071048701692206,gcvB,0.03437339570529796,SoxS
133,yadV,0.07953070866319834,gcvB,0.059238246864876776,RpoS,0.04050713090875535,Glycine
134,yadN,0.27305130011291623,Cold Shock,0.12375183077440244,gcvB,0.07925657948407316,ROS TALE Amp
135,folK,0.4312317146410769,ppGpp,0.14036854219696637,Fnr-2,0.0794257280873103,trxC Del
136,pcnB,0.4782393982666877,ppGpp,0.0745447161421775,Purine,0.0703535933478765,Fnr-2
137,gluQ,0.10778099673596997,ppGpp,0.08935131717033118,gcvB,0.06520798716626286,FliA
138,dksA,0.0714854615217817,UC-8,0.04666977907532255,UC-7,0.0416212615530378,Flagella
139,sfsA,0.4915290327353474,UC-8,0.30632900523756545,UC-2,0.1560819042990208,Crp-1
140,thpR,0.10502634372256914,UC-8,0.0615234484989019,UC-3,0.0545199139678364,Fnr-1
141,hrpB,0.08508705435085273,baeR KO,0.07400640183296592,UC-3,0.052010245089600615,Crp-2
142,mrcB,0.2588659933931522,pts ALE,0.12892482474161915,UC-4,0.08139571069741214,Nucleotide Stress
143,fhuA,0.21346474330587428,Fur-2,0.11152070591421437,Thiamine-2,0.07952649456462868,UC-2
144,fhuC,0.34038287410916446,Fur-2,0.14832491360653344,minicoli KOs,0.10985865195136224,NrdR
145,fhuD,0.36233349933829806,Fur-2,0.18070055419109754,minicoli KOs,0.14566817105024787,NrdR
146,fhuB,0.2674058626369963,Fur-2,0.13843862751100255,Fur-1,0.08426684576535415,NrdR
147,hemL,0.07811944684136762,UC-3,0.05403712027894647,baeR KO,0.04411809042846471,Resistance
148,clcA,0.24430168012121423,UC-8,0.13690095965424787,ppGpp,0.10935342713311336,Translation
149,erpA,0.2990011292474152,Isc System,0.2011252607212164,Fnr-2,0.10212067409748682,Fnr-3
150,yadS,0.37557151177002623,ppGpp,0.1504037946157496,UC-8,0.10478732426416926,pts ALE
151,btuF,0.1748405712496286,UC-2,0.09205065623809172,Cold Shock,0.06236398243143848,Copper
152,mtn,0.1709226021199346,UC-8,0.14549220567018706,NRZ,0.11421328238295991,NtrC-1
153,dgt,0.08328189361206051,Fnr-1,0.07522313798170455,SoxS,0.04999893247526366,Lrp
154,degP,0.269007321650392,RpoE,0.08191653343616245,Cellulose,0.08165234270979083,Nucleotide Stress
155,cdaR,0.4711972563737671,UC-3,0.446932204365018,Sugar Diacid,0.07008171776025574,Acetate
156,yaeH,0.30690628732073344,ppGpp,0.13569053366793415,Translation,0.10853244977602916,Crp-1
157,yaeI,0.1213536592169212,Cold Shock,0.1109406136223885,Cellulose,0.10528895437373009,UC-8
158,dapD,0.26764384510301487,Lysine/T2SS,0.18030559687936543,UC-8,0.17537386781828856,nquinone ALE 3
159,glnD,0.13286228356840457,SoxS,0.08973949187777275,Leucine,0.07978478067334704,ppGpp
160,map,0.33425220671558453,SoxS,0.16867000907569996,Fur-2,0.09596830726856376,nquinone ALE 3
161,rpsB,0.6118497007717565,Translation,0.22217422894553118,ppGpp,0.07042439804963407,Thr/Ser-1
162,tsf,0.6250950651306968,Translation,0.07144830043487382,Thr/Ser-1,0.053235043421526074,RpoS
163,pyrH,0.297604298783019,Pyrimidine,0.21055161107200915,Translation,0.11440268365157213,Crp-1
164,frr,0.28929696949095796,Cold Shock,0.12466920118847091,nquinone ALE 3,0.09495845445479145,baeR KO
165,dxr,0.4063435491991686,UC-2,0.11587703358991053,Nucleotide Stress,0.08501234261194923,UC-8
166,ispU,0.40898309970132307,ppGpp,0.11424082460653606,Nucleotide Stress,0.0938999833124281,pts ALE
167,cdsA,0.16928864185075465,Nucleotide Stress,0.1493329389706317,ppGpp,0.0915869754685753,Efflux Pump
168,rseP,0.12723808091117494,IS Elements-1,0.10403224388492327,minicoli KOs,0.09848440835322536,Crp-1
169,bamA,0.11392528273417635,RpoE,0.10744651850686071,Translation,0.09978922109121813,baeR KO
170,skp,0.09247205423607807,Cold Shock,0.0832106149004942,gcvB,0.07137629751251207,baeR KO
171,lpxD,0.12749181981965085,UC-1,0.1254447317295886,baeR KO,0.12254572483576698,Crp-1
172,fabZ,0.2001918192779112,Nucleotide Stress,0.07271048981426453,Nitrogen,0.07270883516197124,Crp-1
173,lpxA,0.17338318546978781,Nucleotide Stress,0.09258236424603239,Translation,0.07389809454426566,baeR KO
174,lpxB,0.11775529497668269,Nucleotide Stress,0.07856728589194362,baeR KO,0.06863250299317447,UC-2
175,rnhB,0.3255606464348467,Nucleotide Stress,0.08576097155385909,Cellulose,0.07578483045350626,baeR KO
176,dnaE,0.28185085880665217,Nucleotide Stress,0.14354896115451954,Translation,0.1310239740312944,UC-5
177,accA,0.14618267342924984,Translation,0.13554111257533796,RpoS,0.12485688828357655,baeR KO
178,ldcC,0.6522146976481588,RpoS,0.3306105635650616,UC-8,0.06728673598613366,Glyoxylate
179,yaeR,0.2716093928186476,UC-8,0.10868379009089668,Cold Shock,0.09940264673937693,Capsule
180,tilS,0.12054621722053893,pts ALE,0.11437412174017048,Cold Shock,0.09232136347159348,ppGpp
181,rof,0.4103105420864589,ppGpp,0.09458465992453169,UC-7,0.08665055691926382,Translation
182,yaeQ,0.10647848798433157,baeR KO,0.08533555719889951,Nucleoside,0.04647693961367838,gcvB
183,arfB,0.13378277116593595,UC-8,0.06646943022233631,FlhDC-2,0.04769393206974104,baeR KO
184,nlpE,0.12424278891296059,UC-8,0.09156892310113163,yjjZ,0.09075351141422017,ppGpp
185,yaeF,0.06913193347864088,Glutamine,0.06743299161860572,Efflux Pump,0.06122127257584853,Glutarate
186,proS,0.15394014514932242,Translation,0.13919259369590298,ppGpp,0.1095743971694062,UC-8
187,trmO,0.13666000158749336,ppGpp,0.12372982909853081,UC-8,0.10106845903453832,baeR KO
188,rcsF,0.17671028967873903,UC-8,0.06699702091432225,Purine,0.05845173621608102,UC-3
189,metQ,0.5963091234570524,Methionine,0.12381784770542892,Leucine,0.10574633040324832,Cysteine-1
190,metI,0.853581880208572,Methionine,0.06353763271832658,thrA KO,0.06277796612742981,Cysteine-1
191,metN,0.7851605732503132,Methionine,0.1084200911783666,Cold Shock,0.06523618416721089,ppGpp
192,gmhB,0.2753276130591208,UC-2,0.07642695386035914,UC-1,0.07430675318697222,ppGpp
193,dkgB,0.05173382142791727,NDH-1,0.04728158317453024,Osmoprotectant,0.038496661545413646,Nucleoside
194,yafC,0.22332570073233904,ppGpp,0.07717174268841154,Translation,0.04848258886272849,FlhDC-1
195,yafD,0.2245483436206036,Translation,0.06737263709453889,gcvB,0.059260553034670704,FlhDC-1
196,yafE,0.09422894449805197,Cold Shock,0.07651181486857195,UC-5,0.07198901353380538,Translation
197,mltD,0.2854270157137786,ppGpp,0.11528563224348487,Purine,0.083660691642231,Osmoprotectant
198,gloB,0.14185559644704016,Translation,0.11100243116276509,Nucleotide Stress,0.10419880110424184,UC-8
199,yafS,0.11872294207285783,Translation,0.11330499118294235,Nucleotide Stress,0.08512018845551206,NRZ
200,rnhA,0.16506116377054725,Crp-1,0.10904232373986134,baeR KO,0.08155952669509292,RpoS
201,dnaQ,0.1728433733877267,Cold Shock,0.12205016224090404,Translation,0.08089303742217724,Glutarate
202,yafT,0.22096717948040967,gcvB,0.14308428380045568,ppGpp,0.10010327201368707,LPS
203,yafU,0.3648141302624974,gcvB,0.09785914781929039,Glutarate,0.09764251121896506,ROS TALE Amp
204,yafV,0.27752515794685384,ppGpp,0.09289038546520578,IS5,0.06523764148745825,Translation
205,ivy,0.534848193746271,UC-4,0.1293043613502446,Cold Shock,0.105444562761708,UC-1
206,fadE,0.6200060513828052,Fatty Acid,0.16379041946467188,BW25113,0.14194171360348318,UC-3
207,gmhA,0.11734078636997947,ppGpp,0.07250513513719348,DNA Damage,0.06955746887081637,Cold Shock
208,yafJ,0.6531245935174207,minicoli KOs,0.085377300050554,UC-7,0.07457060601378884,UC-8
209,dpaA,0.5338874257291875,minicoli KOs,0.10386195047268654,pts ALE,0.0642099131343351,CCK-PGI Del
210,yafQ,0.2077885545345769,UC-7,0.2071762603005035,IS Elements-1,0.15235466265984943,minicoli KOs
211,dinJ,0.5039814339081761,minicoli KOs,0.14427576881394644,UC-7,0.06024738167841048,UC-3
212,yafL,0.2811792613704207,UC-7,0.08237566667216478,minicoli KOs,0.07018505815116383,pts ALE
213,rayT,0.2949116374744496,minicoli KOs,0.20387231192516486,UC-7,0.15234083798675668,Crp-1
214,lfhA,0.14156519420715197,Cold Shock,0.10558991202407175,UC-7,0.07261936511357292,Phosphate-2
215,lafU,0.15188152536012045,UC-7,0.0835067673459906,NrdR,0.08141278844500444,Dipeptide
216,dinB,0.4739381073377521,minicoli KOs,0.35109567786548046,UC-7,0.05408963380039411,nquinone ALE 3
217,yafN,0.4435367487627514,minicoli KOs,0.3135031741471215,UC-7,0.1088557100689026,Glutamine
218,yafO,0.39901163952686225,minicoli KOs,0.21502415027345045,UC-7,0.09599237701958674,UC-3
219,yafP,0.17670398074160432,minicoli KOs,0.1154151618327417,UC-3,0.0810615893377441,UC-7
220,ykfJ,0.05325701040805786,trxC Del,0.035790761429072004,Phage Shock,0.03343598439892448,BasR
221,prfH,0.7011056482237951,minicoli KOs,0.10214411763131381,PAL 10 Del,0.07331393214883075,DNA Damage
222,pepD,0.22542932942860006,ppGpp,0.07927505209092833,Thr/Ser-1,0.07063713693831009,Nucleoside
223,gpt,0.4424870852056889,ppGpp,0.16490211908135888,Pyrimidine,0.08723852796659937,UC-8
224,frsA,0.16595705066423205,ppGpp,0.1004450720479848,UC-3,0.06328921181990188,UC-7
225,phoE,0.1605651015821038,Phosphate-1,0.07572943511512009,tpiA KO,0.07418551142837526,Cellulose
226,proB,0.10450609275024181,FDH-O,0.0972072537509654,UC-3,0.08414998626329873,UC-8
227,proA,0.10863904032738037,Glutarate,0.08990441133442861,Leucine,0.06348669570002163,FDH-O
228,ykfI,0.10506395451078321,SSW SNPs,0.07530922879926139,FDH-O,0.06725294860757802,UC-6
229,yafW,0.2744592467945546,SSW SNPs,0.03929508325636111,Methionine,0.03421735577387264,UC-2
230,ykfG,0.15242632983058635,SSW SNPs,0.04518934309515843,LPS,0.0421631291511565,ldrD
231,yafX,0.5089354037679836,SSW SNPs,0.040332805022195606,ytiC,0.024184964053031277,Propionate
232,ykfF,0.25521889758716865,SSW SNPs,0.10975522588236553,Nucleotide Stress,0.037610154953774066,IS1
233,ykfB,0.47796635800342036,UC-7,0.15476277229064783,minicoli KOs,0.11361076476641874,FliA
234,yafY,0.22946061785131933,minicoli KOs,0.22864992342422197,UC-7,0.09197113758996345,DNA Damage
235,yafZ,0.13751679373535208,Nucleotide Stress,0.09101627408728863,SSW SNPs,0.05867324208956559,Rhamnose
236,ykfA,0.24306791415826634,minicoli KOs,0.12581962359588017,Acetate,0.07761843669523383,Crp-1
237,perR,0.29304900396014877,minicoli KOs,0.09630864458340238,PAL 10 Del,0.08113616894477338,Curli-1
238,insI1,0.2514870203555256,UC-7,0.13808593359903276,IS Elements-2,0.10990329361929507,PAL 10 Del
239,ykfC,0.26318637099013587,minicoli KOs,0.253483269269108,UC-7,0.07797750178325435,IS Elements-1
240,insH1,0.7327031745408548,IS Elements-1,0.2405333177897726,IS Elements-2,0.2277438954145482,IS5
241,mmuP,0.7255485399219317,Methionine,0.11678168218474694,minicoli KOs,0.06348344669335859,Fnr-1
242,mmuM,0.23434472930558248,Methionine,0.2021251924389491,minicoli KOs,0.09702788894875669,UC-7
243,afuC,0.11205134061824984,ppGpp,0.056482870112671835,PAL 10 Del,0.04402909681908285,IS1
244,afuB,0.11730067117610832,Zinc-1,0.07622867017862256,PAL 10 Del,0.05187485859114649,Ribose
245,insB2,0.1853038273225982,IS1,0.13119434583321088,minicoli KOs,0.1179935846297322,IS Elements-1
246,insA2,0.19644072962652337,IS Elements-1,0.1849946484836964,minicoli KOs,0.18364600598476666,IS Elements-2
247,yagB,0.501021421872608,minicoli KOs,0.08134333127297977,Dipeptide,0.07597368693822826,Thiamine-2
248,yagA,0.1496037667816712,UC-7,0.09507645459921776,ppGpp,0.0901337749131278,Nucleotide Stress
249,yagE,0.22195139039310818,IS5,0.2152288499096222,FucR/ExuR,0.18179895778601085,Tryptophanase
250,yagF,0.20578200323249152,FucR/ExuR,0.202779444226315,IS5,0.14387772400311583,Maltose
251,yagG,0.6189360773176328,Xylose,0.07720002842265006,Cellulose,0.06581280795628841,Cold Shock
252,yagH,0.5375481478955546,Xylose,0.13499771881386435,Glutarate,0.06860104395840338,UC-7
253,xynR,0.48612783984328667,Arginine,0.3149469356343605,minicoli KOs,0.060157598495261144,UC-2
254,argF,0.7157873069479938,Arginine,0.22723121698986692,minicoli KOs,0.0414828156958823,IS5
255,insB3,0.23196934530796742,IS1,0.2222259970665451,IS Elements-1,0.1609835572804149,minicoli KOs
256,insA3,0.35831493120502866,IS Elements-1,0.23905508349791038,IS Elements-2,0.16054759305401323,IS1
257,yagJ,0.19378984543849875,minicoli KOs,0.1406381955345889,Cold Shock,0.09399848298357527,pts ALE
258,yagK,0.1768808240911972,Cellulose,0.15650108145489805,UC-7,0.07478774015339607,ppGpp
259,yagL,0.36108967708486583,gcvB,0.14059087445441987,minicoli KOs,0.11918549483585106,Cellulose
260,yagM,0.35819905730354584,gcvB,0.07899554161639943,minicoli KOs,0.0494823204989,Cold Shock
261,yagN,0.5856164863061388,minicoli KOs,0.08755517673496704,Glutamine,0.0792271800427421,Efflux Pump
262,intF,0.5272626124490086,minicoli KOs,0.08145347350350507,UC-3,0.06082274366460849,RpoE
263,yagP,0.20445468876458894,UC-7,0.10985538188515598,Translation,0.06912195211396355,UC-6
264,paoD,0.313468043929394,UC-7,0.11955607747723795,NRZ,0.0790711653108439,NrdR
265,paoC,0.34234681115970045,UC-7,0.17061324166413316,RpoS,0.1474030878520698,NRZ
