# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonName. Operon name containing the transcription unit
## (4) tuGenes. Name of the gene(s) contained in the transcription unit
## (5) pmName. Promoter Name
## (6) tuEvidence. Evidence that supports the existence of the transcription unit
## (7) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (8) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (9) pmids associated to object
1)tuId	2)tuName	3)operonName	4)tuGenes	5)pmName	6)tuEvidence	7)addEvidence	8)confidenceLevel   9)pmids 
RDBECOLITUC00096	yabI	yabI	yabI;	yabIp	[COMP-AINF:W]		W	31992590 
RDBECOLITUC00097	sgrR-sroA-thiBPQ	sgrR-sroA-thiBPQ	sgrR;sroA;thiB;thiP;thiQ;	sgrRp	[COMP-AINF:W]		W	15522088;17209026 
RDBECOLITUC00098	sgrST-setA	sgrST-setA	sgrT;setA;sgrS;	sgrSp	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	15522088;20971900;17209026 
RDBECOLITUC00099	leuO	leuO	leuO;	leuOp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15582999;32571968;28252809;18055596 
RDBECOLITUC00100	cra	cra	cra;	fruRp8	[COMP-AINF:W]		W	23274360;21272324 
RDBECOLITUC00101	lpxC	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	lpxC;	lpxCp1	[COMP-AINF:W]		W	 
RDBECOLITUC00102	coaE-zapD-yacG	coaE-zapD-yacG	coaE;zapD;yacG;		[COMP-AINF:W]		W	 
RDBECOLITUC00103	ppdD-hofBC	ppdD-hofBC	ppdD;hofB;hofC;	ppdDp	[COMP-AINF:W]		W	 
RDBECOLITUC00104	nadC	nadC	nadC;	nadCp	[COMP-AINF:W]		W	31964733 
RDBECOLITUC00105	yacL	yacL	yacL;	yacLp	[COMP-AINF:W]		W	 
RDBECOLITUC00106	yadGH	yadGH	yadH;yadG;		[COMP-AINF:W]		W	 
RDBECOLITUC00107	yadI	yadI	yadI;		[COMP-AINF:W]		W	 
RDBECOLITUC00108	yadE	yadE	yadE;		[COMP-AINF:W]		W	 
RDBECOLITUC00109	yadC	yadMLKC	yadC;	yadCp	[COMP-AINF:W]		W	 
RDBECOLITUC00110	hrpB	hrpB	hrpB;		[COMP-AINF:W]		W	 
RDBECOLITUC00111	uof-fur	fldA-uof-fur	uof;fur;	uofp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10419964;2993806;8387228 
RDBECOLITUC00112	mrcB	mrcB	mrcB;	mrcBp	[COMP-AINF:W]		W	 
RDBECOLITUC00113	clcA	clcA	clcA;		[COMP-AINF:W]		W	 
RDBECOLITUC00114	mnt-btuF-yadS	mnt-btuF-yadS	mtn;btuF;yadS;	mtnp	[COMP-AINF:W]		W	 
RDBECOLITUC00115	dgt	dgt	dgt;	dgtp1	[COMP-AINF:W]		W	 
RDBECOLITUC00116	yaeH	yaeH	yaeH;		[COMP-AINF:W]		W	 
RDBECOLITUC00117	yaeI	yaeI	yaeI;		[COMP-AINF:W]		W	 
RDBECOLITUC00118	map-glnD-dapD	map-glnD-dapD	map;glnD;dapD;		[COMP-AINF:W]		W	11395452;18000553;12067348 
RDBECOLITUC00119	fldA-uof-fur	fldA-uof-fur	uof;fur;fldA;	fldAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10419964 
RDBECOLITUC00120	dxr-uppS-cdsA	dxr-uppS-cdsA	cdsA;ispU;dxr;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	31127859 
RDBECOLITUC00121	yaeR	yaeR	yaeR;		[COMP-AINF:W]		W	 
RDBECOLITUC00122	tilS	tilS	tilS;		[COMP-AINF:W]		W	 
RDBECOLITUC00123	yaeP-rof	yaeP-rof	yaeP;rof;	yaePp	[COMP-AINF:W]		W	 
RDBECOLITUC00124	yaeQ-arfB-nlpE	yaeQ-arfB-nlpE	nlpE;arfB;yaeQ;	yaeQp	[COMP-AINF:W]		W	 
RDBECOLITUC00125	yaeF	yaeF	yaeF;		[COMP-AINF:W]		W	 
RDBECOLITUC00126	rcsF-trmO	rcsF-trmO	rcsF;trmO;		[COMP-AINF:W]		W	 
RDBECOLITUC00127	gmhB	gmhB	gmhB;	gmhBp	[COMP-AINF:W]		W	 
RDBECOLITUC00128	dkgB	dkgB	dkgB;	dkgBp	[COMP-AINF:W]		W	 
RDBECOLITUC00129	fur	fldA-uof-fur	fur;	furpb	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2836193;2993806;8387228;21272324 
RDBECOLITUC00130	yafDE	yafDE	yafE;yafD;	yafDp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16818608;34903045 
RDBECOLITUC00131	mltD	mltD	mltD;		[COMP-AINF:W]		W	 
RDBECOLITUC00132	gloB	gloB	gloB;		[COMP-AINF:W]		W	 
RDBECOLITUC00133	dnaQ	dnaQ	dnaQ;		[COMP-AINF:W]		W	 
RDBECOLITUC00134	yafT	yafT	yafT;		[COMP-AINF:W]		W	 
RDBECOLITUC00135	gmhA	gmhA	gmhA;		[COMP-AINF:W]		W	35397010 
RDBECOLITUC00136	yafJ	yafJ	yafJ;		[COMP-AINF:W]		W	 
RDBECOLITUC00137	ldtF	ldtF	dpaA;		[COMP-AINF:W]		W	 
RDBECOLITUC00138	dinJ-yafQ	dinJ-yafQ	dinJ;yafQ;	dinJp	[COMP-AINF:W]		W	29967594 
RDBECOLITUC00139	yafL	yafL	yafL;		[COMP-AINF:W]		W	 
RDBECOLITUC00140	rayT	rayT	rayT;		[COMP-AINF:W]		W	 
RDBECOLITUC00141	lafU	lafU	lafU;		[COMP-AINF:W]		W	 
RDBECOLITUC00142	dinB-yafNOP	dinB-yafNOP	yafP;yafO;yafN;dinB;	dinBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	12813093 
RDBECOLITUC00143	yafNOP	dinB-yafNOP	yafP;yafO;yafN;	yafNp	[COMP-AINF:W]		W	 
RDBECOLITUC00144	ykfJ-prfH	ykfJ-prfH	prfH;ykfJ;		[COMP-AINF:W]		W	 
RDBECOLITUC00145	frsA	frsA	frsA;	frsAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	6397401 
RDBECOLITUC00146	yafY-ykfBF-yafX-ykfGH-yafW-ykfI	yafY-ykfBF-yafX-ykfGH-yafW-ykfI	yafY;ykfB;ykfF;yafX;ykfG;ykfH;yafW;ykfI;		[COMP-AINF:W]		W	 
RDBECOLITUC00147	ykfA-yafZ	ykfA-yafZ	ykfA;yafZ;		[COMP-AINF:W]		W	 
RDBECOLITUC00148	perR	perR	perR;		[COMP-AINF:W]		W	 
RDBECOLITUC00149	None	insNI1	insI1;insN;	insN-1p	[COMP-AINF:W]		W	 
RDBECOLITUC00150	ykfC	ykfC	ykfC;		[COMP-AINF:W]		W	 
RDBECOLITUC00151	mmuPM	mmuPM	mmuM;mmuP;		[COMP-AINF:W]		W	 
RDBECOLITUC00152	insA2B2AB2-afuBC	insA2B2AB2-afuBC	insA2;insB2;insAB2;afuB;afuC;		[COMP-AINF:W]		W	 
RDBECOLITUC00153	yagAB-insX	yagAB-insX	yagA;yagB;insX;		[COMP-AINF:W]		W	 
RDBECOLITUC00154	yagEF	yagEF	yagF;yagE;		[COMP-AINF:W]		W	31482281;29087459 
RDBECOLITUC00155	yagGH	yagGH	yagH;yagG;		[COMP-AINF:W]		W	 
RDBECOLITUC00156	xynR	argF-xynR	xynR;		[COMP-AINF:W]		W	 
RDBECOLITUC00157	insA3B3AB3	insA3B3AB3	insA3;insB3;insAB3;		[COMP-AINF:W]		W	 
RDBECOLITUC00158	yagK	yagK	yagK;	yagKp6	[COMP-AINF:W]		W	 
RDBECOLITUC00159	yagML	yagML	yagM;yagL;		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	21398637 
RDBECOLITUC00160	yagN	yagN	yagN;		[COMP-AINF:W]		W	 
RDBECOLITUC00161	intF	intF	intF;		[COMP-AINF:W]		W	 
RDBECOLITUC00162	yagP	yagP	yagP;		[COMP-AINF:W]		W	 
RDBECOLITUC00163	paoABCD	paoABCD	paoA;paoB;paoC;paoD;		[COMP-AINF:W]		W	 
RDBECOLITUC00164	ykgJ	ykgJ	ykgJ;		[COMP-AINF:W]		W	 
RDBECOLITUC00165	ecpBCDE	ecpBCDE	ecpB;ecpC;ecpD;ecpE;	ecpBp1	[COMP-AINF:W]		W	 
RDBECOLITUC00166	ecpA	ecpA	ecpA;	ecpAp	[COMP-AINF:W]		W	 
RDBECOLITUC00167	ecpR	ecpR	matA;	ecpRp	[COMP-AINF:W]		W	33014613 
RDBECOLITUC00168	ykgMO	ykgMO	ykgM;ykgO;	ykgMp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	19734316 
RDBECOLITUC00169	eaeH-insE1EF1F1	eaeH-insE1EF1F1	insF1;insE1;insEF1;eaeH;		[COMP-AINF:W]		W	 
RDBECOLITUC00170	ykgA	ykgA	ykgA;		[COMP-AINF:W]		W	 
RDBECOLITUC00171	rclBC	rclABC	rclB;rclC;		[COMP-AINF:W]		W	 
RDBECOLITUC00172	rclABC	rclABC	rclC;rclB;rclA;	rclAp	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	24078635 
RDBECOLITUC00173	rclR	rclR	rclR;		[COMP-AINF:W]		W	 
RDBECOLITUC00174	ykgEFG	ykgEFG	ykgG;ykgF;ykgE;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC00175	ykgH	ykgH	ykgH;		[COMP-AINF:W]		W	 
RDBECOLITUC00176	pdeL	pdeL	pdeL;	pdeLp1	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	16115199 
RDBECOLITUC00177	yahB	yahB	yahB;		[COMP-AINF:W]		W	 
RDBECOLITUC00178	yahC	yahC	yahC;		[COMP-AINF:W]		W	 
RDBECOLITUC00179	yahDEFG	yahDEFG	yahG;yahF;yahE;yahD;		[COMP-AINF:W]		W	 
RDBECOLITUC00180	yahH	yahH	yahH;		[COMP-AINF:W]		W	 
RDBECOLITUC00181	yahIJ	yahIJ	yahJ;yahI;		[COMP-AINF:W]		W	 
RDBECOLITUC00182	yahK	yahK	yahK;		[COMP-AINF:W]		W	 
RDBECOLITUC00183	yahL	yahL	yahL;		[COMP-AINF:W]		W	 
RDBECOLITUC00184	yahM	yahM	yahM;		[COMP-AINF:W]		W	 
RDBECOLITUC00185	mhpT	mhpT	mhpT;	mhpTp	[COMP-AINF:W]		W	 
RDBECOLITUC00186	yaiL	yaiL	yaiL;		[COMP-AINF:W]		W	 
RDBECOLITUC00187	frmRAB	frmRAB	frmR;frmA;frmB;		[COMP-AINF:W]		W	27934966 
RDBECOLITUC00188	yaiO	yaiO	yaiO;		[COMP-AINF:W]		W	 
RDBECOLITUC00189	insC1CD1D1	insC1CD1D1	insD1;insC1;insCD1;		[COMP-AINF:W]		W	 
RDBECOLITUC00190	yaiX	yaiX	yaiX;		[COMP-AINF:W]		W	 
RDBECOLITUC00191	yaiP	yaiP	yaiP;		[COMP-AINF:W]		W	 
RDBECOLITUC00192	hemB	hemB	hemB;	hemBp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	2464127;31964733 
RDBECOLITUC00193	insE2F2EF2	insE2F2EF2	insE2;insF2;insEF2;		[COMP-AINF:W]		W	 
RDBECOLITUC00194	iprA	iprA	iprA;		[COMP-AINF:W]		W	 
RDBECOLITUC00195	iraP	iraP	iraP;	iraPp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	17640895;32211022;21070640 
RDBECOLITUC00196	yaiI	yaiI	yaiI;		[COMP-AINF:W]		W	 
RDBECOLITUC00197	ppnP	ppnP	ppnP;	ppnPp	[COMP-AINF:W]		W	 
RDBECOLITUC00198	ykiA	ykiA	ykiA;	ykiAp	[COMP-AINF:W]		W	 
RDBECOLITUC00199	sbcDC	sbcDC	sbcD;sbcC;	sbcDp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		W	17644583 
RDBECOLITUC00200	brnQ-proY	brnQ-proY	proY;brnQ;	brnQp	[COMP-AINF:W]		W	31964733 
RDBECOLITUC00201	yajD	yajD	yajD;		[COMP-AINF:W]		W	 
RDBECOLITUC00202	yajI	yajI	yajI;		[COMP-AINF:W]		W	 
RDBECOLITUC00203	nrdR-ribDE-nusB-thiL-pgpA	nrdR-ribDE-nusB-thiL-pgpA	pgpA;thiL;nusB;ribE;ribD;nrdR;	nrdRp	[EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		S	17496099 
RDBECOLITUC00204	panE-yajL	panE-yajL	panE;yajL;		[COMP-AINF:W]		W	 
RDBECOLITUC00205	yajR	yajR	yajR;	yajRp	[COMP-AINF:W]		W	 
RDBECOLITUC00206	ampG	yajG-ampG	ampG;		[COMP-AINF:W]		W	 
RDBECOLITUC00207	yajG	yajG-ampG	yajG;	yajGp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	8231804 
RDBECOLITUC00208	tig	tig	tig;	tigp1	[COMP-AINF:W]		W	 
RDBECOLITUC00209	ybaV	ybaV	ybaV;		[COMP-AINF:W]		W	 
RDBECOLITUC00210	fadM	fadM	fadM;	fadMp1	[COMP-AINF:W]		W	 
RDBECOLITUC00211	queC	queC	queC;		[COMP-AINF:W]		W	 
RDBECOLITUC00212	ybaE	ybaE	ybaE;		[COMP-AINF:W]		W	 
RDBECOLITUC00213	cof	cof	cof;		[COMP-AINF:W]		W	 
RDBECOLITUC00214	decR	decR	decR;	decRp	[COMP-AINF:W]		W	 
RDBECOLITUC00215	mdlAB	mdlAB	mdlB;mdlA;		[COMP-AINF:W]		W	 
RDBECOLITUC00216	ffs	ffs	ffs;		[COMP-AINF:W]		W	 
RDBECOLITUC00217	ybaA	ybaA	ybaA;		[COMP-AINF:W]		W	 
RDBECOLITUC00218	pdeB	pdeB	pdeB;		[COMP-AINF:W]		W	19332833 
RDBECOLITUC00219	ylaC	ylaC	ylaC;	ylaCp	[COMP-AINF:W]		W	 
RDBECOLITUC00220	maa	maa	maa;		[COMP-AINF:W]		W	 
RDBECOLITUC00221	tomB-hha	tomB-hha	tomB;hha;	tomBp	[COMP-AINF:W]		W	 
RDBECOLITUC00222	mscK	mscK	mscK;	mscKp	[COMP-AINF:W]		W	 
RDBECOLITUC00223	priC-ybaM	priC-ybaM	priC;ybaM;		[COMP-AINF:W]		W	 
RDBECOLITUC00224	ybaN	ybaN	ybaN;		[COMP-AINF:W]		W	 
RDBECOLITUC00225	apt	apt	apt;	aptp	[COMP-AINF:W]		W	3527873 
RDBECOLITUC00226	dnaX	dnaX	dnaX;	dnaXp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	7691799 
RDBECOLITUC00227	hemH	hemH	hemH;	hemHp	[COMP-AINF:W]		W	11443091;32571968 
RDBECOLITUC00228	ybaL	ybaL	ybaL;	ybaLp	[COMP-AINF:W]		W	 
RDBECOLITUC00229	fsr	fsr	fsr;		[COMP-AINF:W]		W	 
RDBECOLITUC00230	cueR	cueR	cueR;		[COMP-AINF:W]		W	 
RDBECOLITUC00231	qmcA-ybbJ	qmcA-ybbJ	qmcA;ybbJ;	qmcAp	[COMP-AINF:W]		W	 
RDBECOLITUC00232	fetAB	fetAB	fetB;fetA;	fetAp	[COMP-AINF:W]		W	 
RDBECOLITUC00233	ybbAP	ybbAP	ybbP;ybbA;		[COMP-AINF:W]		W	 
RDBECOLITUC00234	rhsD-ybbC-ylbH-ybbD	rhsD-ybbC-ylbH-ybbD	ybbD;ylbH;ybbC;rhsD;		[COMP-AINF:W]		W	 
RDBECOLITUC00235	ylbG	ylbG	ylbG;		[COMP-AINF:W]		W	 
RDBECOLITUC00236	fdrA-ylbEF-ybcF	fdrA-ylbEF-ybcF	ybcF;ylbF;ylbE;fdrA;		[COMP-AINF:W]		W	 
RDBECOLITUC00237	ppiB-lpxH	ppiB-lpxH	ppiB;lpxH;		[COMP-AINF:W]		W	35397010 
RDBECOLITUC00238	ybcI	ybcI	ybcI;		[COMP-AINF:W]		W	 
RDBECOLITUC00239	folD-ybcJ	folD-ybcJ	folD;ybcJ;	folDp	[COMP-AINF:W]		W	23717391;32571968 
RDBECOLITUC00240	sfmA	sfmAC	sfmA;		[COMP-AINF:W]		W	23717391 
RDBECOLITUC00241	sfmCD	sfmAC	sfmD;sfmC;		[COMP-AINF:W]		W	 
RDBECOLITUC00242	sfmHF	sfmHF	sfmF;sfmH;		[COMP-AINF:W]		W	19969540 
RDBECOLITUC00243	exoD	exoD	exoD;		[COMP-AINF:W]		W	 
RDBECOLITUC00244	peaD	peaD	peaD;		[COMP-AINF:W]		W	 
RDBECOLITUC00245	insE3EF3F3	insE3EF3F3	insF3;insE3;insEF3;		[COMP-AINF:W]		W	 
RDBECOLITUC00246	ybcK	ybcK	ybcK;		[COMP-AINF:W]		W	 
RDBECOLITUC00247	ybcLM	ybcLM	ybcM;ybcL;		[COMP-AINF:W]		W	 
RDBECOLITUC00248	ybcN-ninE-ybcO-rusA-ylcG	ybcN-ninE-ybcO-rusA-ylcG	ylcG;rusA;ybcO;ninE;ybcN;		[COMP-AINF:W]		W	 
RDBECOLITUC00249	ybcQ	ybcQ	quuD;		[COMP-AINF:W]		W	 
RDBECOLITUC00250	rzoD	rzoD	rzoD;		[COMP-AINF:W]		W	 
RDBECOLITUC00251	ybcV	ybcV	ybcV;		[COMP-AINF:W]		W	 
RDBECOLITUC00252	ybcW	ybcW	ybcW;		[COMP-AINF:W]		W	 
RDBECOLITUC00253	nohD	nohD	nohD;		[COMP-AINF:W]		W	 
RDBECOLITUC00254	tfaD	tfaD	tfaD;		[COMP-AINF:W]		W	 
RDBECOLITUC00255	tfaX	tfaX	tfaX;		[COMP-AINF:W]		W	 
RDBECOLITUC00256	ybdG	ybdG	ybdG;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC00257	ybdF	ybdF	ybdF;		[COMP-AINF:W]		W	 
RDBECOLITUC00258	ybdJ	ybdJ	ybdJ;		[COMP-AINF:W]		W	 
RDBECOLITUC00259	ybdK	ybdK	ybdK;		[COMP-AINF:W]		W	 
RDBECOLITUC00260	insL2	insL2	insL2;		[COMP-AINF:W]		W	 
RDBECOLITUC00261	ybdD	ybdD	ybdD;		[COMP-AINF:W]		W	 
RDBECOLITUC00262	ybdM	citR-ybdNM	ybdM;		[COMP-AINF:W]		W	 
RDBECOLITUC00263	ybdN	citR-ybdNM	ybdN;	ybdNp	[COMP-AINF:W]		W	 
RDBECOLITUC00264	ybdO	citR-ybdNM	citR;		[COMP-AINF:W]		W	26789284 
RDBECOLITUC00265	None	dsbG	dsbG;	dsbGp	[COMP-AINF:W]		W	11443092 
RDBECOLITUC00266	rnk	rnk	rnk;		[COMP-AINF:W]		W	 
RDBECOLITUC00267	rna	rna	rna;	rnap	[COMP-AINF:W]		W	 
RDBECOLITUC00268	citT	citT	citT;		[COMP-AINF:W]		W	 
RDBECOLITUC00269	citCDEFXG	citCDEFXG	citC;citD;citE;citF;citX;citG;	citCp1	[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	22101843;18997424 
RDBECOLITUC00270	dpiBA	dpiBA	dpiA;dpiB;	dpiBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		S	15308764;22101843;18997424 
RDBECOLITUC00271	cspE	cspE	cspE;	cspEp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	18177308;16547039;31540875 
RDBECOLITUC00272	ybeM	ybeM	ybeM;		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	21398637 
RDBECOLITUC00273	tatE	tatE	tatE;		[COMP-AINF:W]		W	 
RDBECOLITUC00274	lipA	lipA	lipA;	lipAp	[COMP-AINF:W]		W	2014;20718955;24816490 
RDBECOLITUC00275	ybeF	ybeF	ybeF;		[COMP-AINF:W]		W	 
RDBECOLITUC00276	lipB	ybeD-lipB	lipB;		[COMP-AINF:W]		W	 
RDBECOLITUC00277	ybeD	ybeD-lipB	ybeD;		[COMP-AINF:W]		W	 
RDBECOLITUC00278	dacA	dacA	dacA;		[COMP-AINF:W]		W	 
RDBECOLITUC00279	rsfS-rlmH-mrdAB-rlpA	rsfS-rlmH-mrdAB-rlpA	rsfS;rlmH;mrdA;mrdB;rlpA;	rsfSp	[COMP-AINF:W]		W	31964733 
RDBECOLITUC00280	leuS-lptE-holA-nadD-cobC	leuS-lptE-holA-nadD-cobC	leuS;lptE;holA;nadD;cobC;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC00281	ybeR-djlB	ybeR-djlB	djlB;ybeR;		[COMP-AINF:W]		W	 
RDBECOLITUC00282	ybeU-djlC	ybeU-djlC	djlC;ybeU;		[COMP-AINF:W]		W	 
RDBECOLITUC00283	hscC	hscC	hscC;		[COMP-AINF:W]		W	 
RDBECOLITUC00284	rihA	rihA	rihA;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC00285	insH3	insH3	insH3;		[COMP-AINF:W]		W	 
RDBECOLITUC00286	ybeX-lnt	ybeZYX-lnt	ybeX;lnt;		[COMP-AINF:W]		W	 
RDBECOLITUC00287	ybeZY	ybeZYX-lnt	ybeZ;ybeY;		[COMP-AINF:W]		W	 
RDBECOLITUC00288	miaB	miaB	miaB;		[COMP-AINF:W]		W	 
RDBECOLITUC00289	chiZPQ	chiZPQ	chiZ;chiQ;chiP;	chiZp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	19400782;24593230 
RDBECOLITUC00290	chiQ	chiZPQ	chiQ;		[COMP-AINF:W]		W	 
RDBECOLITUC00291	ybfF	ybfF	ybfF;		[COMP-AINF:W]		W	 
RDBECOLITUC00292	ybfP	ybfP	ybfP;		[COMP-AINF:W]		W	 
RDBECOLITUC00293	ybfA	ybfA	ybfA;		[COMP-AINF:W]		W	 
RDBECOLITUC00294	rhsC-ybfB	rhsC-ybfB	ybfB;rhsC;		[COMP-AINF:W]		W	 
RDBECOLITUC00295	ybfOC	ybfOC	ybfC;ybfO;		[COMP-AINF:W]		W	 
RDBECOLITUC00296	ybfQ	ybfQ	ybfQ;		[COMP-AINF:W]		W	 
RDBECOLITUC00297	ybfL	ybfL	ybfL;		[COMP-AINF:W]		W	 
RDBECOLITUC00298	ybfD	ybfD	ybfD;		[COMP-AINF:W]		W	 
RDBECOLITUC00299	abrB	abrB	abrB;		[COMP-AINF:W]		W	 
RDBECOLITUC00300	ybgQPO	ybgQPO	ybgQ;ybgP;ybgO;		[COMP-AINF:W]		W	 
RDBECOLITUC00301	ybgD	ybgD	ybgD;		[COMP-AINF:W]		W	 
RDBECOLITUC00302	valZ-lysY	valZ-lysY	lysY;valZ;		[COMP-AINF:W]		W	 
RDBECOLITUC00303	lysZ	lysZ	lysZ;		[COMP-AINF:W]		W	 
RDBECOLITUC00304	lysQ	lysQ	lysQ;		[COMP-AINF:W]		W	 
RDBECOLITUC00305	None	nadA-pnuC	pnuC;nadA;	nadAp	[COMP-AINF:W]		W	 
RDBECOLITUC00306	zitB	zitB	zitB;		[COMP-AINF:W]		W	 
RDBECOLITUC00307	ybgS	ybgS	ybgS;		[COMP-AINF:W]		W	 
RDBECOLITUC00308	modEF	modEF	modE;modF;		[COMP-AINF:W]		W	 
RDBECOLITUC00309	acrZ	acrZ	acrZ;	acrZp	[COMP-AINF:W]		W	 
RDBECOLITUC00310	ybhH	ybhH	ybhH;		[COMP-AINF:W]		W	 
