# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) Gene identifier assigned by RegulonDB
## (2) Gene name
## (3) Blattner number (bnumber) of the gene
## (4) Gene left end position in the genome
## (5) Gene right end position in the genome
## (6) DNA strand where the gene is coded
## (7) Product name of the gene
## (8) Evidence that supports the existence of the gene
## (9) PMIDs list
## (10) Evidence confidence level (Confirmed, Strong, Weak)
## (11) All bnumber related to gene
## (12) Other database's id  related to gene
1)geneId	2)geneName	3)bnumber	4)leftEndPos	5)rightEndPos	6)strand	7)productName	8)geneEvidences	9)genePMIDS	10)confidenceLevel	11)relatedBnumbers	12)otherDbsIds 
RDBECOLIGNC00018	yjiA	b4352	4587909	4588865	reverse	P-loop guanosine triphosphatase YjiA			None		[STRING:511145.b4352][ASAP:ABE-0014273][ECHOBASE:EB0020][OU-MICROARRAY:b4352][ECOCYC:EG10021][REFSEQ:b4352] 
RDBECOLIGNC00019	aceA	b4015	4217109	4218413	forward	isocitrate lyase		3049537;3290857	None		[STRING:511145.b4015][ASAP:ABE-0013128][ECHOBASE:EB0021][OU-MICROARRAY:b4015][CGSC:1052][ECOCYC:EG10022][REFSEQ:b4015] 
RDBECOLIGNC00020	aceB	b4014	4215478	4217079	forward	malate synthase A		3050899;3060852	None		[STRING:511145.b4014][ASAP:ABE-0013125][ECHOBASE:EB0022][OU-MICROARRAY:b4014][CGSC:1051][ECOCYC:EG10023][REFSEQ:b4014] 
RDBECOLIGNC00021	aceE	b0114	123017	125680	forward	pyruvate dehydrogenase E1 component			None		[STRING:511145.b0114][ASAP:ABE-0000397][ECHOBASE:EB0023][OU-MICROARRAY:b0114][CGSC:1050][ECOCYC:EG10024][REFSEQ:b0114] 
RDBECOLIGNC00022	aceF	b0115	125695	127587	forward	pyruvate dehydrogenase E2 subunit			None		[MIM:248600][STRING:511145.b0115][ASAP:ABE-0000400][ECHOBASE:EB0024][OU-MICROARRAY:b0115][CGSC:26530][ECOCYC:EG10025][REFSEQ:b0115] 
RDBECOLIGNC00023	aceK	b4016	4218596	4220332	forward	isocitrate dehydrogenase kinase/phosphatase			None		[STRING:511145.b4016][ASAP:ABE-0013131][ECHOBASE:EB0025][OU-MICROARRAY:b4016][CGSC:17770][ECOCYC:EG10026][REFSEQ:b4016] 
RDBECOLIGNC00024	ackA	b2296	2413470	2414672	forward	acetate kinase		2536666	None		[STRING:511145.b2296][ASAP:ABE-0007579][ECHOBASE:EB0026][OU-MICROARRAY:b2296][CGSC:1048][ECOCYC:EG10027][REFSEQ:b2296] 
RDBECOLIGNC00025	pflA	b0902	950340	951080	reverse	pyruvate formate-lyase activating enzyme			None		[STRING:511145.b0902][ASAP:ABE-0003068][ECHOBASE:EB0027][OU-MICROARRAY:b0902][CGSC:35839][ECOCYC:EG10028][REFSEQ:b0902] 
RDBECOLIGNC00026	ada	b2213	2309341	2310405	reverse	DNA-binding transcriptional dual regulator / DNA repair protein Ada			None		[STRING:511145.b2213][ASAP:ABE-0007311][ECHOBASE:EB0028][OU-MICROARRAY:b2213][CGSC:1043][ECOCYC:EG10029][REFSEQ:b2213] 
RDBECOLIGNC00027	add	b1623	1702233	1703234	forward	adenosine deaminase		1998686;765747	None		[MIM:102700][STRING:511145.b1623][ASAP:ABE-0005435][ECHOBASE:EB0029][OU-MICROARRAY:b1623][CGSC:1042][ECOCYC:EG10030][REFSEQ:b1623] 
RDBECOLIGNC00028	adhE	b1241	1295446	1298121	reverse	fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE		10572146;10601216;1744060;2695398;8423158	None		[STRING:511145.b1241][ASAP:ABE-0004164][ECHOBASE:EB0030][OU-MICROARRAY:b1241][CGSC:1041][ECOCYC:EG10031][REFSEQ:b1241] 
RDBECOLIGNC00029	adk	b0474	497175	497819	forward	adenylate kinase			None		[MIM:267500][STRING:511145.b0474][ASAP:ABE-0001645][ECHOBASE:EB0031][OU-MICROARRAY:b0474][CGSC:1040][ECOCYC:EG10032][REFSEQ:b0474] 
RDBECOLIGNC00030	agp	b1002	1065585	1066826	forward	glucose-1-phosphatase		2153660;2542226;2844729	None		[STRING:511145.b1002][ASAP:ABE-0003388][ECHOBASE:EB0032][OU-MICROARRAY:b1002][CGSC:31830][ECOCYC:EG10033][REFSEQ:b1002] 
RDBECOLIGNC00031	alaS	b2697	2819381	2822011	reverse	alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor			None		[MIM:616339][STRING:511145.b2697][ASAP:ABE-0008869][ECHOBASE:EB0033][OU-MICROARRAY:b2697][CGSC:1039][ECOCYC:EG10034][REFSEQ:b2697] 
RDBECOLIGNC00032	aldA	b1415	1488232	1489671	forward	aldehyde dehydrogenase A			None		[STRING:511145.b1415][ASAP:ABE-0004725][ECHOBASE:EB0034][OU-MICROARRAY:b1415][CGSC:17767][ECOCYC:EG10035][REFSEQ:b1415] 
RDBECOLIGNC00033	puuC	b1300	1362743	1364230	forward	&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase			None		[STRING:511145.b1300][ASAP:ABE-0004376][ECHOBASE:EB0035][OU-MICROARRAY:b1300][ECOCYC:EG10036][REFSEQ:b1300] 
RDBECOLIGNC00034	alkB	b2212	2308691	2309341	reverse	DNA oxidative demethylase			None		[STRING:511145.b2212][ASAP:ABE-0007308][ECHOBASE:EB0036][OU-MICROARRAY:b2212][CGSC:18544][ECOCYC:EG10037][REFSEQ:b2212] 
RDBECOLIGNC00035	amn	b1982	2055061	2056515	forward	AMP nucleosidase		2690948;6327703	None		[STRING:511145.b1982][ASAP:ABE-0006579][ECHOBASE:EB0037][OU-MICROARRAY:b1982][CGSC:17764][ECOCYC:EG10039][REFSEQ:b1982] 
RDBECOLIGNC00036	ampC	b4150	4377811	4378944	reverse	&beta;-lactamase			None		[STRING:511145.b4150][ASAP:ABE-0013592][ECHOBASE:EB0038][OU-MICROARRAY:b4150][CGSC:1033][ECOCYC:EG10040][REFSEQ:b4150] 
RDBECOLIGNC00037	ampD	b0110	118733	119284	forward	1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase			None		[STRING:511145.b0110][ASAP:ABE-0000380][ECHOBASE:EB0039][OU-MICROARRAY:b0110][CGSC:30478][ECOCYC:EG10041][REFSEQ:b0110] 
RDBECOLIGNC00038	ampE	b0111	119281	120135	forward	protein AmpE			None		[STRING:511145.b0111][ASAP:ABE-0000382][ECHOBASE:EB0040][OU-MICROARRAY:b0111][CGSC:30481][ECOCYC:EG10042][REFSEQ:b0111] 
RDBECOLIGNC00039	cysQ	b4214	4436755	4437495	forward	3'(2'),5'-bisphosphate nucleotidase			None		[STRING:511145.b4214][ASAP:ABE-0013786][ECHOBASE:EB0041][OU-MICROARRAY:b4214][CGSC:34409][ECOCYC:EG10043][REFSEQ:b4214] 
RDBECOLIGNC00040	osmE	b1739	1821918	1822256	reverse	osmotically-inducible lipoprotein OsmE			None		[STRING:511145.b1739][ASAP:ABE-0005799][ECHOBASE:EB0042][OU-MICROARRAY:b1739][CGSC:36628][ECOCYC:EG10044][REFSEQ:b1739] 
RDBECOLIGNC00041	ansA	b1767	1850860	1851876	forward	L-asparaginase 1			None		[STRING:511145.b1767][ASAP:ABE-0005886][ECHOBASE:EB0043][OU-MICROARRAY:b1767][CGSC:1030][ECOCYC:EG10045][REFSEQ:b1767] 
RDBECOLIGNC00042	ansB	b2957	3099682	3100728	reverse	L-asparaginase 2			None		[STRING:511145.b2957][ASAP:ABE-0009700][ECHOBASE:EB0044][OU-MICROARRAY:b2957][CGSC:30045][ECOCYC:EG10046][REFSEQ:b2957] 
RDBECOLIGNC00043	apaG	b0050	51229	51606	reverse	DUF525 domain-containing protein ApaG			None		[STRING:511145.b0050][ASAP:ABE-0000169][ECHOBASE:EB0045][OU-MICROARRAY:b0050][CGSC:30310][ECOCYC:EG10047][REFSEQ:b0050] 
RDBECOLIGNC00044	apaH	b0049	50380	51222	reverse	diadenosine tetraphosphatase			None		[STRING:511145.b0049][ASAP:ABE-0000167][ECHOBASE:EB0046][OU-MICROARRAY:b0049][CGSC:17761][ECOCYC:EG10048][REFSEQ:b0049] 
RDBECOLIGNC00045	appA	b0980	1040617	1041915	forward	periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase			None		[STRING:511145.b0980][ASAP:ABE-0003305][ECHOBASE:EB0047][OU-MICROARRAY:b0980][CGSC:17758][ECOCYC:EG10049][REFSEQ:b0980] 
RDBECOLIGNC00046	appY	b0564	583681	584430	forward	DLP12 prophage; DNA-binding transcriptional activator AppY			None		[STRING:511145.b0564][ASAP:ABE-0001929][ECHOBASE:EB0048][ECOO157CYC:Z0321][OU-MICROARRAY:b0564][CGSC:31146][ECOCYC:EG10050][REFSEQ:b0564] 
RDBECOLIGNC00047	apt	b0469	491412	491963	forward	adenine phosphoribosyltransferase		3527873	None		[MIM:614723][STRING:511145.b0469][ASAP:ABE-0001628][ECHOBASE:EB0049][OU-MICROARRAY:b0469][CGSC:1029][ECOCYC:EG10051][REFSEQ:b0469] 
RDBECOLIGNC00048	araA	b0062	66835	68337	reverse	L-arabinose isomerase			None		[STRING:511145.b0062][ASAP:ABE-0000221][ECHOBASE:EB0050][OU-MICROARRAY:b0062][CGSC:1028][ECOCYC:EG10052][REFSEQ:b0062] 
RDBECOLIGNC00049	araB	b0063	68348	70048	reverse	ribulokinase			None		[MIM:105400][STRING:511145.b0063][ASAP:ABE-0000223][ECHOBASE:EB0051][OU-MICROARRAY:b0063][CGSC:1027][ECOCYC:EG10053][REFSEQ:b0063] 
RDBECOLIGNC00050	araC	b0064	70387	71265	forward	AraC			None		[STRING:511145.b0064][ASAP:ABE-0000236][ECHOBASE:EB0052][OU-MICROARRAY:b0064][CGSC:1026][ECOCYC:EG10054][REFSEQ:b0064] 
RDBECOLIGNC00051	araD	b0061	65855	66550	reverse	L-ribulose-5-phosphate 4-epimerase AraD			None		[STRING:511145.b0061][ASAP:ABE-0000209][ECHOBASE:EB0053][OU-MICROARRAY:b0061][CGSC:1025][ECOCYC:EG10055][REFSEQ:b0061] 
RDBECOLIGNC00052	araE	b2841	2980764	2982182	reverse	arabinose:H<sup>+</sup> symporter			None		[STRING:511145.b2841][ASAP:ABE-0009319][ECHOBASE:EB0054][OU-MICROARRAY:b2841][CGSC:1024][ECOCYC:EG10056][REFSEQ:b2841] 
RDBECOLIGNC00053	araF	b1901	1985139	1986128	reverse	arabinose ABC transporter periplasmic binding protein			None		[STRING:511145.b1901][ASAP:ABE-0006330][ECHOBASE:EB0055][OU-MICROARRAY:b1901][CGSC:1023][ECOCYC:EG10057][REFSEQ:b1901] 
RDBECOLIGNC00054	araG	b1900	1983555	1985069	reverse	arabinose ABC transporter ATP binding subunit			None		[STRING:511145.b1900][ASAP:ABE-0006328][ECHOBASE:EB0056][OU-MICROARRAY:b1900][CGSC:1022][ECOCYC:EG10058][REFSEQ:b1900] 
RDBECOLIGNC00055	araH	b4460	1982554	1983540	reverse	arabinose ABC transporter membrane subunit			None	b1898;b1899	[STRING:511145.b4460][ASAP:ABE-0174093][ECHOBASE:EB0057][CGSC:18535][OU-MICROARRAY:b1899][ECOCYC:EG10059][REFSEQ:b4460] 
RDBECOLIGNC00056	araJ	b0396	411297	412481	reverse	putative transport protein AraJ			None		[STRING:511145.b0396][ASAP:ABE-0001378][ECHOBASE:EB0058][OU-MICROARRAY:b0396][CGSC:29861][ECOCYC:EG10060][REFSEQ:b0396] 
RDBECOLIGNC00057	arcA	b4401	4639590	4640306	reverse	DNA-binding transcriptional dual regulator ArcA			None		[STRING:511145.b4401][ASAP:ABE-0014434][ECHOBASE:EB0059][OU-MICROARRAY:b4401][CGSC:831][ECOCYC:EG10061][REFSEQ:b4401] 
RDBECOLIGNC00058	arcB	b3210	3350689	3353025	reverse	sensor histidine kinase ArcB			None		[STRING:511145.b3210][ASAP:ABE-0010537][ECHOBASE:EB0060][OU-MICROARRAY:b3210][CGSC:29063][ECOCYC:EG10062][REFSEQ:b3210] 
RDBECOLIGNC00059	argA	b2818	2949242	2950573	forward	N-acetylglutamate synthase			None		[STRING:511145.b2818][NCBI-GENE:947289][ASAP:ABE-0009245][ECHOBASE:EB0061][CGSC:1021][OU-MICROARRAY:b2818][ECOCYC:EG10063][REFSEQ:b2818] 
RDBECOLIGNC00060	argB	b3959	4156013	4156789	forward	acetylglutamate kinase			None		[STRING:511145.b3959][NCBI-GENE:948464][ASAP:ABE-0012967][ECHOBASE:EB0062][CGSC:1020][OU-MICROARRAY:b3959][ECOCYC:EG10064][REFSEQ:b3959] 
RDBECOLIGNC00061	argC	b3958	4155001	4156005	forward	N-acetylglutamylphosphate reductase			None		[STRING:511145.b3958][NCBI-GENE:948455][ASAP:ABE-0012964][ECHOBASE:EB0063][CGSC:1019][OU-MICROARRAY:b3958][ECOCYC:EG10065][REFSEQ:b3958] 
RDBECOLIGNC00062	argD	b3359	3488960	3490180	reverse	<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase		10074354;2199330	None		[MIM:258870][STRING:511145.b3359][NCBI-GENE:947864][ASAP:ABE-0010976][ECHOBASE:EB0064][ENTREZ:M32796][OU-MICROARRAY:b3359][CGSC:1018][ECOCYC:EG10066][REFSEQ:b3359] 
RDBECOLIGNC00063	argF	b0273	289301	290305	reverse	CP4-6 prophage; ornithine carbamoyltransferase ArgF			None		[STRING:511145.b0273][NCBI-GENE:944844][ASAP:ABE-0000939][ECHOBASE:EB0065][OU-MICROARRAY:b0273][CGSC:1016][ECOCYC:EG10067][REFSEQ:b0273] 
RDBECOLIGNC00064	argG	b3172	3318637	3319980	forward	argininosuccinate synthetase			None		[MIM:215700][STRING:511145.b3172][NCBI-GENE:947590][ASAP:ABE-0010428][ECHOBASE:EB0066][OU-MICROARRAY:b3172][CGSC:1015][ECOCYC:EG10068][REFSEQ:b3172] 
RDBECOLIGNC00065	argI	b4254	4477307	4478311	reverse	ornithine carbamoyltransferase ArgI			None		[MIM:311250][STRING:511145.b4254][NCBI-GENE:948774][ASAP:ABE-0013927][ECHOBASE:EB0067][OU-MICROARRAY:b4254][CGSC:1013][ECOCYC:EG10069][REFSEQ:b4254] 
RDBECOLIGNC00066	argR	b3237	3384703	3385173	forward	DNA-binding transcriptional dual regulator ArgR			None		[STRING:511145.b3237][ASAP:ABE-0010620][ECHOBASE:EB0068][OU-MICROARRAY:b3237][CGSC:1011][ECOCYC:EG10070][REFSEQ:b3237] 
RDBECOLIGNC00067	argS	b1876	1960062	1961795	forward	arginine&mdash;tRNA ligase			None		[MIM:616140][STRING:511145.b1876][ASAP:ABE-0006264][ECHOBASE:EB0069][OU-MICROARRAY:b1876][CGSC:1010][ECOCYC:EG10071][REFSEQ:b1876] 
RDBECOLIGNC00068	argT	b2310	2427009	2427791	reverse	lysine/arginine/ornithine ABC transporter periplasmic binding protein			None		[STRING:511145.b2310][ASAP:ABE-0007621][ECHOBASE:EB0070][OU-MICROARRAY:b2310][CGSC:18529][ECOCYC:EG10072][REFSEQ:b2310] 
RDBECOLIGNC00069	aroA	b0908	958812	960095	forward	3-phosphoshikimate 1-carboxyvinyltransferase			None		[STRING:511145.b0908][ASAP:ABE-0003095][ECHOBASE:EB0071][OU-MICROARRAY:b0908][CGSC:1008][ECOCYC:EG10073][REFSEQ:b0908] 
RDBECOLIGNC00070	aroB	b3389	3517398	3518486	reverse	3-dehydroquinate synthase			None		[STRING:511145.b3389][ASAP:ABE-0011067][ECHOBASE:EB0072][OU-MICROARRAY:b3389][CGSC:1007][ECOCYC:EG10074][REFSEQ:b3389] 
RDBECOLIGNC00071	aroC	b2329	2446388	2447473	reverse	chorismate synthase			None		[STRING:511145.b2329][ASAP:ABE-0007693][ECHOBASE:EB0073][OU-MICROARRAY:b2329][CGSC:1006][ECOCYC:EG10075][REFSEQ:b2329] 
RDBECOLIGNC00072	aroD	b1693	1774686	1775444	forward	3-dehydroquinate dehydratase			None		[STRING:511145.b1693][ASAP:ABE-0005653][ECHOBASE:EB0074][OU-MICROARRAY:b1693][CGSC:1005][ECOCYC:EG10076][REFSEQ:b1693] 
RDBECOLIGNC00073	aroE	b3281	3430020	3430838	reverse	shikimate dehydrogenase			None		[STRING:511145.b3281][ASAP:ABE-0010763][ECHOBASE:EB0075][OU-MICROARRAY:b3281][CGSC:1004][ECOCYC:EG10077][REFSEQ:b3281] 
RDBECOLIGNC00074	aroF	b2601	2740080	2741150	reverse	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive			None		[STRING:511145.b2601][ASAP:ABE-0008549][ECHOBASE:EB0076][OU-MICROARRAY:b2601][CGSC:1003][ECOCYC:EG10078][REFSEQ:b2601] 
RDBECOLIGNC00075	aroG	b0754	785633	786685	forward	3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive			None		[STRING:511145.b0754][ASAP:ABE-0002560][ECHOBASE:EB0077][OU-MICROARRAY:b0754][CGSC:1002][ECOCYC:EG10079][REFSEQ:b0754] 
RDBECOLIGNC00076	aroH	b1704	1788435	1789481	forward	3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive			None		[STRING:511145.b1704][ASAP:ABE-0005686][ECHOBASE:EB0078][OU-MICROARRAY:b1704][CGSC:1001][ECOCYC:EG10080][REFSEQ:b1704] 
RDBECOLIGNC00077	aroK	b3390	3518543	3519064	reverse	shikimate kinase 1		1630320	None		[STRING:511145.b3390][ASAP:ABE-0011069][ECHOBASE:EB0079][OU-MICROARRAY:b3390][CGSC:30224][ECOCYC:EG10081][REFSEQ:b3390] 
RDBECOLIGNC00078	aroL	b0388	406405	406929	forward	shikimate kinase 2			None		[STRING:511145.b0388][ASAP:ABE-0001353][ECHOBASE:EB0080][OU-MICROARRAY:b0388][CGSC:999][ECOCYC:EG10082][REFSEQ:b0388] 
RDBECOLIGNC00079	aroM	b0390	407428	408105	forward	protein AroM			None		[STRING:511145.b0390][ASAP:ABE-0001357][ECHOBASE:EB0081][OU-MICROARRAY:b0390][CGSC:18523][ECOCYC:EG10083][REFSEQ:b0390] 
RDBECOLIGNC00080	aroP	b0112	120178	121551	reverse	aromatic amino acid:H<sup>+</sup> symporter AroP			None		[STRING:511145.b0112][ASAP:ABE-0000384][ECHOBASE:EB0082][OU-MICROARRAY:b0112][CGSC:998][ECOCYC:EG10084][REFSEQ:b0112] 
RDBECOLIGNC00081	ascB	b2716	2840990	2842414	forward	6-phospho-&beta;-glucosidase AscB			None		[STRING:511145.b2716][ASAP:ABE-0008928][ECHOBASE:EB0083][OU-MICROARRAY:b2716][CGSC:33236][ECOCYC:EG10085][REFSEQ:b2716] 
RDBECOLIGNC00082	ascF	b2715	2839524	2840981	forward	&beta;-glucoside specific PTS enzyme IIBC component			None		[STRING:511145.b2715][ASAP:ABE-0008926][ECHOBASE:EB0084][OU-MICROARRAY:b2715][CGSC:33233][ECOCYC:EG10086][REFSEQ:b2715] 
RDBECOLIGNC00083	ascG	b2714	2838254	2839264	reverse	DNA-binding transcriptional repressor AscG			None		[STRING:511145.b2714][ASAP:ABE-0008922][ECHOBASE:EB0085][OU-MICROARRAY:b2714][CGSC:33230][ECOCYC:EG10087][REFSEQ:b2714] 
RDBECOLIGNC00084	asd	b3433	3573775	3574878	reverse	aspartate-semialdehyde dehydrogenase			None		[STRING:511145.b3433][ASAP:ABE-0011211][ECHOBASE:EB0086][OU-MICROARRAY:b3433][CGSC:996][ECOCYC:EG10088][REFSEQ:b3433] 
RDBECOLIGNC00085	aslA	b3801	3984352	3986007	reverse	putative sulfatase AslA			None		[MIM:272200][STRING:511145.b3801][ASAP:ABE-0012411][ECHOBASE:EB0087][OU-MICROARRAY:b3801][CGSC:33957][ECOCYC:EG10089][REFSEQ:b3801] 
RDBECOLIGNC00086	aslB	b3800	3982958	3984193	forward	putative anaerobic sulfatase maturation enzyme AslB			None		[STRING:511145.b3800][ASAP:ABE-0012408][ECHOBASE:EB0088][OU-MICROARRAY:b3800][CGSC:33960][ECOCYC:EG10090][REFSEQ:b3800] 
RDBECOLIGNC00087	asnA	b3744	3927155	3928147	forward	asparagine synthetase A		6117826	None		[STRING:511145.b3744][ASAP:ABE-0012242][ECHOBASE:EB0089][OU-MICROARRAY:b3744][CGSC:995][ECOCYC:EG10091][REFSEQ:b3744] 
RDBECOLIGNC00088	asnB	b0674	697513	699177	reverse	asparagine synthetase B		1973930	None		[MIM:615574][STRING:511145.b0674][ASAP:ABE-0002292][ECHOBASE:EB0090][OU-MICROARRAY:b0674][CGSC:994][ECOCYC:EG10092][REFSEQ:b0674] 
RDBECOLIGNC00089	asnC	b3743	3926545	3927003	reverse	DNA-binding transcriptional dual regulator AsnC			None		[STRING:511145.b3743][ASAP:ABE-0012237][ECHOBASE:EB0091][OU-MICROARRAY:b3743][CGSC:18520][ECOCYC:EG10093][REFSEQ:b3743] 
RDBECOLIGNC00090	asnS	b0930	987585	988985	reverse	asparagine&mdash;tRNA ligase			None		[MIM:616239][STRING:511145.b0930][ASAP:ABE-0003162][ECHOBASE:EB0092][OU-MICROARRAY:b0930][CGSC:993][ECOCYC:EG10094][REFSEQ:b0930] 
