,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
ybfE,0.2079673676326089,0.3475008709229138,ppGpp,0.1786477089568545,Crp-1,0.0849533045592686,Translation,0,0,0.404263952,6.274986419,6.423334585500001,2.033902810599999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
tolQ,0.6606267554168693,0.4310548019664034,ppGpp,0.1044846631938301,Osmoprotectant,0.0987118366425243,Sialic Acid,0,0,0.4366093189999995,7.190430619,6.542647396456676,1.9907032161764544,Medium Variance,Medium Expression,Medium Variance - Medium Expression
nadA,0.7883971841377074,0.2253256820722304,Lrp,0.1619332218535373,Lysine/T2SS,0.1449255587510329,Leu/Val/Ile,0,2,0.647130228,7.702818871,8.173952849792009,4.690536506399999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
pnuC,0.6914636220239652,0.1549662530949803,Leu/Val/Ile,0.1450101336712731,Lrp,0.1301055078505253,Lysine/T2SS,0,1,0.5106779529999983,7.3357719160000014,8.24356135353447,3.782143158996603,Medium Variance,Medium Expression,Medium Variance - Medium Expression
modF,0.7169873976411465,0.2268977175669174,Cold Shock,0.2167510827869915,Lrp,0.1596069079799308,ArcA,0,1,0.6136877529999989,6.547564747000001,5.409498018500002,3.0702367165999997,Medium Variance,Medium Expression,Medium Variance - Medium Expression
pgl,0.7430588280923163,0.3835789274163228,RpoS,0.1230614558479799,Efflux Pump,0.0872387947365387,GadX,0,1,0.6491217127504711,7.6091996160000015,6.618526794381115,3.167925588895108,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybhC,0.4981685824426389,0.2706577060463169,ppGpp,0.157015595449218,UC-8,0.0973841931159922,Fnr-1,0,1,0.5205581081866386,7.28398728,6.208351497499999,3.0136555324,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybhB,0.7643183685371588,0.3657780717079238,RpoS,0.2271583753736639,Biotin,0.115892290860025,Cold Shock,0,0,0.6086210759999995,7.010510234,5.907170801683829,3.1008365891132,Medium Variance,Medium Expression,Medium Variance - Medium Expression
hcxB,0.8397701139059311,0.2591598329086074,minicoli KOs,0.1107090096204576,Thiamine-2,0.0991035889310983,UC-7,0,0,0.6394976250000015,7.937790899999999,10.11319423,4.105544862,Medium Variance,Medium Expression,Medium Variance - Medium Expression
mntR,0.6816451459454806,0.1746255401045945,UC-6,0.1211173035821644,ArcA,0.0869523480234663,Fnr-3,0,0,0.5267486539999995,6.233058989,8.227942284,2.241065451599998,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybiV,0.7421640946698842,0.3078035673750662,crp KO-1,0.2009439661803852,Crp-1,0.118462875666305,UC-3,0,1,0.5451639289999992,5.853494568,7.018698428,2.583177524950248,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gsiC,0.5659196080167207,0.2520324549034908,minicoli KOs,0.1669988356095175,UC-7,0.1145974052621588,Glutamine,0,1,0.4295530963251712,5.565734583674828,7.440181649988317,3.4375588293812323,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gstB,0.8044759466438759,0.4658394069283632,minicoli KOs,0.1474503510567659,UC-7,0.1293036244394121,UC-1,0,1,0.6180290849999999,7.429517791,9.524012553562914,2.9747858562000005,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybjG,0.8835787025645768,0.462022538890359,minicoli KOs,0.2160591900107668,Cellulose,0.1723476035620984,Magnesium,0,1,0.5847767639999999,5.82022241,8.784021978,3.842699186243205,Medium Variance,Medium Expression,Medium Variance - Medium Expression
potG,0.8343533936532219,0.2749741896410108,Glutamine,0.1384313300738684,UC-7,0.1314098293556577,Arginine,0,0,0.4880542092065001,5.542087094274446,8.290439858,5.015319229138284,Medium Variance,Medium Expression,Medium Variance - Medium Expression
amiD,0.8232148628817348,0.4443718770900068,minicoli KOs,0.3037557166364464,UC-7,0.0980241810945764,Glutarate,0,0,0.4597218700000001,6.044576907000001,8.522139191,2.4246561782,Medium Variance,Medium Expression,Medium Variance - Medium Expression
mepK,0.4784774241182148,0.107618044896357,Biotin,0.0912545439132873,Suf System,0.0708964410077443,BW25113,0,0,0.4524363250000007,8.894781488,8.959026318441946,2.283692883274739,Medium Variance,Medium Expression,Medium Variance - Medium Expression
zapC,0.8299579596405041,0.4980222003783882,Cellulose,0.081737633718294,NtrC-1,0.078914978828022,Acetate,0,2,0.5377954289999991,6.605213174,6.0257349798863,3.742430686799569,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yccF,0.6324074362022343,0.4168656006637998,ppGpp,0.0803072368653361,Fnr-1,0.0762790017300271,Crp-1,0,0,0.4505315620000001,5.62108463,5.017017780671113,2.1676121612413946,Medium Variance,Medium Expression,Medium Variance - Medium Expression
hspQ,0.6923762648617977,0.2412631281646604,RpoH,0.1711714888687255,UC-8,0.112908272478046,Cold Shock,0,1,0.4941616549041239,8.470719987904124,9.335311108444523,2.6020594310443803,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rlmI,0.6163559387130089,0.412652147192129,ppGpp,0.0921023953718783,Fnr-1,0.0740380797919354,Methionine,0,0,0.4491628400000005,6.200529547,5.54265657025,2.2321966218,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yccX,0.703685017170296,0.197610119897309,UC-8,0.1506639881841509,Translation,0.1410373194032331,UC-1,0,0,0.4659380756238427,5.727785225,6.083030245000001,2.7114814296,Medium Variance,Medium Expression,Medium Variance - Medium Expression
tusE,0.3324526157860957,0.0925757413958251,nquinone ALE 3,0.073197914084773,Nucleotide Stress,0.0718079545281514,Fatty Acid,0,1,0.4193786418781604,6.51859863712184,6.429473672276772,1.9782380834746407,Medium Variance,Medium Expression,Medium Variance - Medium Expression
agp,0.9299698876619064,0.3402463202593332,Crp-1,0.2153144114521549,Crp-2,0.2142399861887577,UC-7,0,1,1.0333973200000006,5.56021325,10.68377478,5.497554552180077,High Variance,Medium Expression,High Variance - Medium Expression
ymdB,0.6836196197512336,0.4417397250117137,UC-7,0.2049368045700182,Cellulose,0.1456913881981413,minicoli KOs,0,1,0.6102848030716492,5.595832276,8.030247044,3.455607785165334,Medium Variance,Medium Expression,Medium Variance - Medium Expression
trhO,0.8100698024214988,0.3373114517177978,ppGpp,0.2557337553200878,Fnr-1,0.2323444669459035,ArcA,0,0,0.6417865039999997,6.699008236,6.476656108,3.7872004986,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yceI,0.6773746633415773,0.2213835838578991,Cellulose,0.0959703158321793,Biotin,0.0937762492478294,Leucine,0,1,0.6463475930000016,6.425427238999999,8.392417562703683,4.194045332635421,Medium Variance,Medium Expression,Medium Variance - Medium Expression
grxB,0.6611942141958775,0.1800308989224459,Translation,0.1584742038139298,Cold Shock,0.1231436382461256,Osmoprotectant,0,0,0.7449272670026037,8.296623253997396,7.687450126000001,3.2132482791999992,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yceH,0.5246967893030223,0.1956402071082339,ppGpp,0.1664943012581856,Cellulose,0.0890559430930242,ROS TALE Amp,0,0,0.4218480424742585,6.789408139474259,6.19766176096667,2.652482784336579,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yceM,0.359349807213652,0.1484611803215247,ppGpp,0.0962267669618582,Cellulose,0.0860843620282371,Efflux Pump,0,1,0.4195413609999994,5.682810489,5.65954862862854,2.160360204826578,Medium Variance,Medium Expression,Medium Variance - Medium Expression
lpoB,0.4703174680330426,0.1091007951781863,Efflux Pump,0.0807976451687977,ppGpp,0.0746232404622341,Glutarate,0,0,0.4541624954250789,7.579081015,6.54242565208541,2.84601544324223,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ycfP,0.8087129982507941,0.4400995292898922,Fnr-2,0.2169903407661337,Fnr-1,0.1423040267728752,Fnr-3,0,1,0.4360716199999999,7.925154188,8.28216560529809,2.4269443308,Medium Variance,Medium Expression,Medium Variance - Medium Expression
potD,0.6747382393972683,0.2131178078216041,Nucleotide Stress,0.0784805858339928,ppGpp,0.0576086239742309,Zinc-2,0,0,0.5127006329999997,8.43196978,6.859841446474063,2.7703821711308807,Medium Variance,Medium Expression,Medium Variance - Medium Expression
potB,0.8997930815636647,0.3166091418181995,ppGpp,0.2752988143473611,UC-2,0.0817337089128067,Translation,0,2,0.6070175519999994,5.339411473999999,5.482471993999999,3.1381769886737456,Medium Variance,Medium Expression,Medium Variance - Medium Expression
pepT,0.8058750975190693,0.4270376840915356,Fnr-1,0.2085345179093242,Fnr-2,0.1917630662948336,ppGpp,0,0,0.584427451999999,6.505597648999999,7.392387949,3.659547275599999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
minC,0.6303226940765997,0.2178173867986201,Cellulose,0.1033984921514129,DNA Damage,0.0654441503677207,Acetate,0,0,0.4779614310000006,8.06249635,6.761428108446004,2.856417052124264,Medium Variance,Medium Expression,Medium Variance - Medium Expression
emtA,0.5624290512315001,0.1839168169224112,Cold Shock,0.1100207026397025,ppGpp,0.0719835499805228,Nucleoside,0,0,0.4951504579999994,6.636078156,5.715849462326958,2.4262387703384336,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ispE,0.5490880808629564,0.164406028120169,Cold Shock,0.1099467113293765,IS Elements-2,0.0884813382545443,Crp-1,0,0,0.571423053788723,7.775898634788724,7.385268632735857,2.256208013515521,Medium Variance,Medium Expression,Medium Variance - Medium Expression
galU,0.7142426094015064,0.2495056002892327,Cold Shock,0.1457542071105821,UC-4,0.1012757757954702,pts ALE,0,0,0.4056644550000001,8.292644322000001,9.220617178177903,2.145858393210234,Medium Variance,Medium Expression,Medium Variance - Medium Expression
tdk,0.6111298805463904,0.1633044074463007,Cellulose,0.1398313712066443,ppGpp,0.0835159736703663,Cytochrome c,0,2,0.5738643032752071,6.202221747,7.921970115291683,2.722236906550666,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yciI,0.4215844147675534,0.106925209662516,Cold Shock,0.0904308531926878,UC-6,0.0590990655217024,FDH-O,0,0,0.4705554466662516,8.543477927,7.705095281267923,2.9506554697999983,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yciA,0.5896229658072429,0.2815625540199423,ppGpp,0.1712966485818746,UC-7,0.0668170170385598,RpoS,0,0,0.5994226789999999,6.281678525,7.464528087,2.571864823707528,Medium Variance,Medium Expression,Medium Variance - Medium Expression
zntB,0.8320693844609005,0.4149217503354083,PAL 10 Del,0.2716769848633327,UC-7,0.2586013133138298,minicoli KOs,0,1,0.5254047370000006,5.50377812,7.684996279,2.8397659283901517,Medium Variance,Medium Expression,Medium Variance - Medium Expression
uspF,0.92870600216197,0.3184506707439217,PAL 10 Del,0.2502972462579481,UC-7,0.1391764940950751,Fnr-2,0,2,0.902669308,7.190712609,11.85178119,5.654911560140876,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ydbK,0.8987206679363832,0.3223051183047176,SoxS,0.2218919133429669,minicoli KOs,0.2102611639957003,PAL 10 Del,1,2,0.6488302390974638,6.199117466902536,12.2295584,5.4430326388,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ldhA,0.8928304165358861,0.2187291628159787,PAL 10 Del,0.1984184800678683,minicoli KOs,0.1274783150078619,Pyruvate-2,0,3,1.1333484600000006,6.092915643,10.38265572,4.4924325526,High Variance,Medium Expression,High Variance - Medium Expression
ydcF,0.7616964085651994,0.4364698588421127,PAL 10 Del,0.3183674062317531,minicoli KOs,0.1176752766267941,UC-7,0,3,0.4871169380000006,6.402140284,10.21615471,3.559227387005392,Medium Variance,Medium Expression,Medium Variance - Medium Expression
cybB,0.8789230564715469,0.4234858836606057,minicoli KOs,0.2907419861353795,PAL 10 Del,0.0913040007756886,Cellulose,0,1,0.5847678300000005,7.34628005,9.803815752801604,2.8312145419255144,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ydcA,0.7919058503802203,0.3547285607723875,PAL 10 Del,0.1213902753963035,NtrC-1,0.0995699945893338,ROS TALE Del-2,0,1,0.5400734406943251,6.219795785,9.084540669,3.453094173855209,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ydcH,0.8450825754752329,0.4722173716815249,Crp-1,0.4055335793522999,Crp-2,0.2700546393700938,PAL 10 Del,0,3,1.2954975089999987,6.871590375,13.78104672,7.0394578235334455,High Variance,Medium Expression,High Variance - Medium Expression
ydcL,0.8885176197413349,0.4308416074569055,PAL 10 Del,0.2725340716055493,minicoli KOs,0.1989811646995652,Cellulose,0,3,0.5893409642008232,7.340469406,11.78801453,3.651358124999999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
mnaT,0.6113955764433063,0.1275226903360479,Methionine,0.0974023024339647,ppGpp,0.0708506056578472,Leucine,0,1,0.4791077810000006,6.686613491,7.008130006398348,2.549550861849065,Medium Variance,Medium Expression,Medium Variance - Medium Expression
pptA,0.7856228844567464,0.3565285205372752,PAL 10 Del,0.2441952015828364,minicoli KOs,0.1209706320254692,Cellulose,0,2,0.6134398571181912,6.385571178871431,8.450363803,3.778614861999999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yddM,0.6440484207792867,0.1094930932198502,minicoli KOs,0.09139649151759,Cold Shock,0.0801854040924056,Pyrimidine,0,1,0.4757541225863573,6.545939522413643,9.246623532,2.628136484275222,Medium Variance,Medium Expression,Medium Variance - Medium Expression
maeA,0.6084138669522263,0.1753598893419851,Cellulose,0.136388793411465,Nucleotide Stress,0.0939346585693799,Cold Shock,1,1,0.5433627240000014,7.346908753999998,6.772547627,2.6791940424000007,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gnsB,0.8077546995214951,0.3328108086631414,LPS,0.1514190295226178,Glutamine,0.0999669654459005,minicoli KOs,0,2,0.9413778099999996,8.747755598,11.878924415286358,4.83062446567015,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ydgD,0.7504980564230285,0.3260422348950321,UC-8,0.3053195398272189,RpoS,0.2389506931386978,Acid Shock RNA,0,1,0.4545427240000013,6.0238325370000005,7.705132502750001,2.5740455281999983,Medium Variance,Medium Expression,Medium Variance - Medium Expression
pntB,0.7378660004127608,0.4604804251087042,Lrp,0.1017416098221032,Lysine/T2SS,0.0846924691502641,Cysteine-1,0,1,0.6830321599999998,9.199942816,8.341380385250002,3.3866797528,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ydgA,0.7828096178244349,0.441170708001092,RpoS,0.3490954471558739,UC-8,0.1049007685493573,ppGpp,0,0,0.4606007610000002,7.983652102000001,8.429709276749998,2.2350577214000005,Medium Variance,Medium Expression,Medium Variance - Medium Expression
hdhA,0.7202708472584906,0.2957633373066617,RpoS,0.2332691997777602,Cellulose,0.1214600948296499,ppGpp,0,2,0.927980472999999,7.681010672,7.469923839,4.245283373107314,Medium Variance,Medium Expression,Medium Variance - Medium Expression
add,0.4707171912450832,0.394536502932909,Purine,0.1281866620228891,FlhDC-1,0.1274877652966788,Crp-1,1,1,0.6162667990000008,5.310431153,6.113563755875035,3.1459509746897414,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ydgJ,0.5569542077393288,0.0774118957133808,Leucine,0.0711746270787512,gcvB,0.0628493462210613,Fnr-2,0,0,0.4168576899999996,6.685503369,6.134053354438922,2.0754933596386804,Medium Variance,Medium Expression,Medium Variance - Medium Expression
cnu,0.7786346013154917,0.251518476255775,Cellulose,0.0892576470748762,LPS,0.0839966939777131,FDH-N/NRA,0,3,0.6484305519999998,5.508278991,8.516056699432784,3.861733486993946,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ydgK,0.6968892057294678,0.2357634322995603,Cellulose,0.2061184004305402,ppGpp,0.060806154812385,Acetate,0,1,0.524677826916915,6.550978002083085,7.406359293154949,2.719793024639165,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rsxA,0.8438426262380592,0.4412962573199462,ppGpp,0.1616317706090652,Fnr-3,0.0965156981823629,Crp-1,0,1,0.4867101839999996,5.971433332999999,7.598140507966165,2.9071897243366536,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rsxB,0.7456987876157086,0.360250579115666,ppGpp,0.0913863730235925,Biotin,0.0908397042617126,Microaerobic,0,1,0.4775415299999999,5.863795726,6.7927315,2.538915456959198,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rsxC,0.6888843935866905,0.3704880380581881,ppGpp,0.1313863269273993,Biotin,0.0770063059924398,Fnr-1,0,0,0.4499838259999995,5.447190618,6.132753109,2.9068072506,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rsxD,0.6773633510072892,0.2303044081430735,ppGpp,0.1631682023894479,Translation,0.1464772061907286,Fnr-1,0,0,0.4342503850000012,5.201176282,6.465491965,2.670854385452176,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rsxG,0.5907698839349795,0.2458240989644882,Translation,0.1726258008400917,Fnr-1,0.1497573513734287,Biotin,0,0,0.4131750970527497,5.36341031594725,6.252647690999998,2.352385900966762,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rsxE,0.6416124926788989,0.2575401529572424,Translation,0.1202819486441738,Biotin,0.0930659656963434,Microaerobic,0,0,0.4099585349999994,5.159808258,5.862819241,2.4267589004000008,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gstA,0.549891386223873,0.1501092377046381,Cold Shock,0.0997555850304412,ppGpp,0.0944298601272831,Translation,0,0,0.4975302807073722,7.492697587999999,6.612814918093218,2.73476205025324,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ydhF,0.6865043330392983,0.1558409465172081,UC-8,0.153244074908965,Translation,0.1282236768271748,Crp-1,0,0,0.4625997240000012,6.361963832000001,6.004896621,2.2827814249999987,Medium Variance,Medium Expression,Medium Variance - Medium Expression
